ID,VALUE
0xf6b,482
0xf6c,645
0xf6d,165
0xf6e,592
0xf6f,449
0xf70,959
0xf71,310
0xf72,351
0xf73,857
0xf74,652
0xf75,741
0xf76,478
0xf77,351
0xf78,914
0xf79,508
0xf7a,17
0xf7b,981
0xf7c,182
0xf7d,438
0xf7e,66
0xf7f,457
0xf80,311
0xf81,381
0xf82,796
0xf83,907
0xf84,688
0xf85,607
0xf86,156
0xf87,977
0xf88,932
0xf89,844
0xf8a,934
0xf8b,165
0xf8c,378
0xf8d,159
0xf8e,228
0xf8f,717
0xf90,692
0xf91,206
0xf92,38
0xf93,521
0xf94,902
0xf95,384
0xf96,864
0xf97,104
0xf98,941
0xf99,859
0xf9a,742
0xf9b,308
0xf9c,646
0xf9d,2
0xf9e,584
0xf9f,795
0xfa0,692
0xfa1,745
0xfa2,836
0xfa3,423
0xfa4,146
0xfa5,110
0xfa6,931
0xfa7,711
0xfa8,660
0xfa9,701
0xfaa,870
0xfab,578
0xfac,495
0xfad,456
0xfae,953
0xfaf,676
0xfb0,267
0xfb1,973
0xfb2,450
0xfb3,713
0xfb4,845
0xfb5,172
0xfb6,396
0xfb7,914
0xfb8,933
0xfb9,359
0xfba,183
0xfbb,478
0xfbc,813
0xfbd,188
0xfbe,700
0xfbf,398
0xfc0,303
0xfc1,276
0xfc2,573
0xfc3,588
0xfc4,675
0xfc5,303
0xfc6,422
0xfc7,370
0xfc8,152
0xfc9,959
0xfca,925
0xfcb,494
0xfcc,508
0xfcd,303
0xfce,89
0xfcf,743
0xfd0,547
0xfd1,830
0xfd2,504
0xfd3,523
0xfd4,938
0xfd5,146
0xfd6,608
0xfd7,385
0xfd8,159
0xfd9,644
0xfda,203
0xfdb,542
0xfdc,628
0xfdd,353
0xfde,721
0xfdf,685
0xfe0,34
0xfe1,703
0xfe2,594
0xfe3,865
0xfe4,64
0xfe5,490
0xfe6,599
0xfe7,45
0xfe8,286
0xfe9,942
0xfea,840
0xfeb,651
0xfec,143
0xfed,929
0xfee,408
0xfef,611
0xff0,979
0xff1,617
0xff2,190
0xff3,505
0xff4,224
0xff5,433
0xff6,301
0xff7,980
0xff8,742
0xff9,202
0xffa,21
0xffb,589
0xffc,752
0xffd,927
0xffe,801
0xfff,442
0x1000,989
0x1001,833
0x1002,692
0x1003,279
0x1004,89
0x1005,609
0x1006,522
0x1007,185
0x1008,994
0x1009,340
0x100a,204
0x100b,149
0x100c,560
0x100d,826
0x100e,709
0x100f,201
0x1010,498
0x1011,512
0x1012,91
0x1013,720
0x1014,73
0x1015,220
0x1016,865
0x1017,638
0x1018,208
0x1019,928
0x101a,793
0x101b,423
0x101c,308
0x101d,487
0x101e,168
0x101f,222
0x1020,43
0x1021,484
0x1022,5
0x1023,438
0x1024,112
0x1025,801
0x1026,871
0x1027,448
0x1028,245
0x1029,414
0x102a,582
0x102b,529
0x102c,426
0x102d,683
0x102e,675
0x102f,522
0x1030,22
0x1031,527
0x1032,842
0x1033,653
0x1034,354
0x1035,261
0x1036,595
0x1037,468
0x1038,226
0x1039,618
0x103a,120
0x103b,391
0x103c,831
0x103d,22
0x103e,736
0x103f,256
0x1040,592
0x1041,146
0x1042,584
0x1043,219
0x1044,784
0x1045,671
0x1046,800
0x1047,705
0x1048,682
0x1049,172
0x104a,562
0x104b,259
0x104c,764
0x104d,694
0x104e,980
0x104f,331
0x1050,142
0x1051,177
0x1052,413
0x1053,541
0x1054,707
0x1055,629
0x1056,867
0x1057,225
0x1058,514
0x1059,335
0x105a,313
0x105b,415
0x105c,603
0x105d,217
0x105e,718
0x105f,468
0x1060,775
0x1061,790
0x1062,243
0x1063,209
0x1064,163
0x1065,887
0x1066,477
0x1067,307
0x1068,21
0x1069,180
0x106a,892
0x106b,765
0x106c,742
0x106d,73
0x106e,880
0x106f,508
0x1070,806
0x1071,518
0x1072,210
0x1073,572
0x1074,137
0x1075,982
0x1076,313
0x1077,18
0x1078,752
0x1079,691
0x107a,827
0x107b,536
0x107c,139
0x107d,582
0x107e,653
0x107f,865
0x1080,607
0x1081,661
0x1082,290
0x1083,108
0x1084,937
0x1085,44
0x1086,750
0x1087,255
0x1088,663
0x1089,378
0x108a,427
0x108b,524
0x108c,550
0x108d,745
0x108e,713
0x108f,911
0x1090,794
0x1091,609
0x1092,649
0x1093,564
0x1094,546
0x1095,73
0x1096,408
0x1097,599
0x1098,16
0x1099,638
0x109a,650
0x109b,881
0x109c,817
0x109d,116
0x109e,66
0x109f,900
0x10a0,398
0x10a1,807
0x10a2,237
0x10a3,287
0x10a4,907
0x10a5,40
0x10a6,706
0x10a7,710
0x10a8,982
0x10a9,379
0x10aa,678
0x10ab,540
0x10ac,991
0x10ad,441
0x10ae,732
0x10af,692
0x10b0,896
0x10b1,181
0x10b2,323
0x10b3,270
0x10b4,27
0x10b5,737
0x10b6,649
0x10b7,908
0x10b8,201
0x10b9,854
0x10ba,59
0x10bb,390
0x10bc,968
0x10bd,924
0x10be,570
0x10bf,13
0x10c0,85
0x10c1,577
0x10c2,803
0x10c3,159
0x10c4,523
0x10c5,638
0x10c6,64
0x10c7,37
0x10c8,793
0x10c9,671
0x10ca,108
0x10cb,993
0x10cc,664
0x10cd,731
0x10ce,802
0x10cf,859
0x10d0,239
0x10d1,559
0x10d2,203
0x10d3,453
0x10d4,96
0x10d5,513
0x10d6,643
0x10d7,667
0x10d8,324
0x10d9,45
0x10da,25
0x10db,778
0x10dc,208
0x10dd,239
0x10de,841
0x10df,527
0x10e0,614
0x10e1,633
0x10e2,318
0x10e3,580
0x10e4,876
0x10e5,616
0x10e6,204
0x10e7,678
0x10e8,344
0x10e9,991
0x10ea,86
0x10eb,554
0x10ec,919
0x10ed,487
0x10ee,463
0x10ef,740
0x10f0,433
0x10f1,950
0x10f2,958
0x10f3,933
0x10f4,302
0x10f5,565
0x10f6,890
0x10f7,22
0x10f8,631
0x10f9,955
0x10fa,12
0x10fb,446
0x10fc,865
0x10fd,613
0x10fe,327
0x10ff,256
0x1100,475
0x1101,69
0x1102,327
0x1103,91
0x1104,671
0x1105,757
0x1106,224
0x1107,97
0x1108,306
0x1109,525
0x110a,122
0x110b,24
0x110c,289
0x110d,45
0x110e,452
0x110f,630
0x1110,765
0x1111,5
0x1112,373
0x1113,939
0x1114,940
0x1115,479
0x1116,825
0x1117,860
0x1118,178
0x1119,375
0x111a,798
0x111b,539
0x111c,20
0x111d,260
0x111e,736
0x111f,111
0x1120,330
0x1121,214
0x1122,494
0x1123,23
0x1124,871
0x1125,524
0x1126,905
0x1127,915
0x1128,931
0x1129,653
0x112a,142
0x112b,909
0x112c,293
0x112d,836
0x112e,21
0x112f,747
0x1130,752
0x1131,798
0x1132,308
0x1133,76
0x1134,355
0x1135,343
0x1136,216
0x1137,819
0x1138,564
0x1139,882
0x113a,752
0x113b,11
0x113c,145
0x113d,29
0x113e,789
0x113f,777
0x1140,707
0x1141,968
0x1142,529
0x1143,471
0x1144,223
0x1145,208
0x1146,814
0x1147,27
0x1148,472
0x1149,381
0x114a,207
0x114b,805
0x114c,297
0x114d,998
0x114e,82
0x114f,835
0x1150,360
0x1151,521
0x1152,875
0x1153,606
0x1154,422
0x1155,942
0x1156,606
0x1157,129
0x1158,700
0x1159,870
0x115a,367
0x115b,121
0x115c,759
0x115d,459
0x115e,598
0x115f,60
0x1160,799
0x1161,291
0x1162,503
0x1163,871
0x1164,985
0x1165,460
0x1166,24
0x1167,64
0x1168,257
0x1169,927
0x116a,97
0x116b,640
0x116c,12
0x116d,279
0x116e,325
0x116f,824
0x1170,553
0x1171,875
0x1172,260
0x1173,708
0x1174,882
0x1175,653
0x1176,432
0x1177,821
0x1178,736
0x1179,948
0x117a,101
0x117b,509
0x117c,740
0x117d,940
0x117e,599
0x117f,323
0x1180,262
0x1181,626
0x1182,609
0x1183,824
0x1184,252
0x1185,146
0x1186,147
0x1187,28
0x1188,43
0x1189,211
0x118a,735
0x118b,532
0x118c,899
0x118d,996
0x118e,33
0x118f,75
0x1190,906
0x1191,336
0x1192,701
0x1193,594
0x1194,366
0x1195,867
0x1196,188
0x1197,683
0x1198,671
0x1199,218
0x119a,728
0x119b,452
0x119c,7
0x119d,190
0x119e,206
0x119f,615
0x11a0,608
0x11a1,994
0x11a2,201
0x11a3,523
0x11a4,112
0x11a5,235
0x11a6,1
0x11a7,899
0x11a8,646
0x11a9,790
0x11aa,165
0x11ab,493
0x11ac,31
0x11ad,612
0x11ae,236
0x11af,235
0x11b0,854
0x11b1,294
0x11b2,280
0x11b3,222
0x11b4,29
0x11b5,514
0x11b6,645
0x11b7,412
0x11b8,158
0x11b9,413
0x11ba,18
0x11bb,478
0x11bc,669
0x11bd,122
0x11be,90
0x11bf,221
0x11c0,59
0x11c1,178
0x11c2,835
0x11c3,547
0x11c4,788
0x11c5,874
0x11c6,794
0x11c7,901
0x11c8,836
0x11c9,285
0x11ca,379
0x11cb,654
0x11cc,482
0x11cd,860
0x11ce,222
0x11cf,891
0x11d0,483
0x11d1,924
0x11d2,677
0x11d3,371
0x11d4,591
0x11d5,839
0x11d6,779
0x11d7,282
0x11d8,618
0x11d9,560
0x11da,318
0x11db,561
0x11dc,376
0x11dd,291
0x11de,438
0x11df,840
0x11e0,345
0x11e1,595
0x11e2,635
0x11e3,30
0x11e4,905
0x11e5,782
0x11e6,758
0x11e7,940
0x11e8,806
0x11e9,347
0x11ea,314
0x11eb,928
0x11ec,561
0x11ed,321
0x11ee,131
0x11ef,746
0x11f0,913
0x11f1,66
0x11f2,401
0x11f3,637
0x11f4,118
0x11f5,526
0x11f6,443
0x11f7,12
0x11f8,938
0x11f9,648
0x11fa,433
0x11fb,157
0x11fc,507
0x11fd,701
0x11fe,316
0x11ff,704
0x1200,398
0x1201,928
0x1202,123
0x1203,996
0x1204,655
0x1205,201
0x1206,271
0x1207,215
0x1208,971
0x1209,406
0x120a,37
0x120b,769
0x120c,800
0x120d,496
0x120e,114
0x120f,997
0x1210,622
0x1211,776
0x1212,511
0x1213,386
0x1214,717
0x1215,561
0x1216,189
0x1217,377
0x1218,414
0x1219,190
0x121a,569
0x121b,623
0x121c,556
0x121d,891
0x121e,359
0x121f,161
0x1220,315
0x1221,469
0x1222,341
0x1223,386
0x1224,98
0x1225,935
0x1226,932
0x1227,829
0x1228,607
0x1229,934
0x122a,369
0x122b,620
0x122c,168
0x122d,282
0x122e,884
0x122f,3
0x1230,230
0x1231,258
0x1232,141
0x1233,383
0x1234,826
0x1235,295
0x1236,275
0x1237,68
0x1238,953
0x1239,328
0x123a,712
0x123b,83
0x123c,676
0x123d,903
0x123e,272
0x123f,775
0x1240,286
0x1241,681
0x1242,842
0x1243,495
0x1244,48
0x1245,498
0x1246,959
0x1247,483
0x1248,648
0x1249,415
0x124a,82
0x124b,179
0x124c,965
0x124d,460
0x124e,134
0x124f,340
0x1250,284
0x1251,514
0x1252,101
0x1253,419
0x1254,76
0x1255,498
0x1256,910
0x1257,141
0x1258,905
0x1259,286
0x125a,586
0x125b,709
0x125c,233
0x125d,217
0x125e,378
0x125f,51
0x1260,633
0x1261,648
0x1262,563
0x1263,893
0x1264,679
0x1265,183
0x1266,260
0x1267,814
0x1268,272
0x1269,103
0x126a,168
0x126b,310
0x126c,366
0x126d,961
0x126e,326
0x126f,999
0x1270,77
0x1271,933
0x1272,604
0x1273,79
0x1274,330
0x1275,459
0x1276,457
0x1277,455
0x1278,942
0x1279,618
0x127a,936
0x127b,398
0x127c,56
0x127d,298
0x127e,320
0x127f,249
0x1280,263
0x1281,418
0x1282,542
0x1283,809
0x1284,384
0x1285,731
0x1286,60
0x1287,174
0x1288,147
0x1289,514
0x128a,263
0x128b,692
0x128c,13
0x128d,796
0x128e,602
0x128f,926
0x1290,967
0x1291,285
0x1292,362
0x1293,267
0x1294,352
0x1295,972
0x1296,67
0x1297,113
0x1298,270
0x1299,779
0x129a,942
0x129b,487
0x129c,150
0x129d,961
0x129e,596
0x129f,429
0x12a0,905
0x12a1,360
0x12a2,908
0x12a3,214
0x12a4,239
0x12a5,506
0x12a6,919
0x12a7,101
0x12a8,403
0x12a9,260
0x12aa,580
0x12ab,103
0x12ac,398
0x12ad,89
0x12ae,256
0x12af,381
0x12b0,239
0x12b1,286
0x12b2,814
0x12b3,383
0x12b4,568
0x12b5,281
0x12b6,361
0x12b7,165
0x12b8,86
0x12b9,834
0x12ba,668
0x12bb,98
0x12bc,323
0x12bd,967
0x12be,143
0x12bf,542
0x12c0,407
0x12c1,971
0x12c2,386
0x12c3,15
0x12c4,259
0x12c5,228
0x12c6,693
0x12c7,297
0x12c8,655
0x12c9,450
0x12ca,916
0x12cb,339
0x12cc,114
0x12cd,177
0x12ce,783
0x12cf,6
0x12d0,478
0x12d1,679
0x12d2,3
0x12d3,651
0x12d4,702
0x12d5,115
0x12d6,722
0x12d7,901
0x12d8,858
0x12d9,431
0x12da,755
0x12db,385
0x12dc,796
0x12dd,824
0x12de,405
0x12df,715
0x12e0,528
0x12e1,238
0x12e2,508
0x12e3,94
0x12e4,622
0x12e5,211
0x12e6,578
0x12e7,136
0x12e8,676
0x12e9,338
0x12ea,576
0x12eb,115
0x12ec,732
0x12ed,781
0x12ee,449
0x12ef,856
0x12f0,746
0x12f1,651
0x12f2,990
0x12f3,369
0x12f4,320
0x12f5,658
0x12f6,278
0x12f7,122
0x12f8,901
0x12f9,703
0x12fa,148
0x12fb,208
0x12fc,442
0x12fd,805
0x12fe,759
0x12ff,51
0x1300,60
0x1301,839
0x1302,568
0x1303,983
0x1304,620
0x1305,217
0x1306,122
0x1307,420
0x1308,443
0x1309,222
0x130a,106
0x130b,259
0x130c,377
0x130d,853
0x130e,999
0x130f,162
0x1310,732
0x1311,237
0x1312,372
0x1313,716
0x1314,639
0x1315,63
0x1316,805
0x1317,533
0x1318,500
0x1319,311
0x131a,722
0x131b,988
0x131c,794
0x131d,651
0x131e,563
0x131f,211
0x1320,395
0x1321,673
0x1322,395
0x1323,611
0x1324,389
0x1325,716
0x1326,257
0x1327,113
0x1328,528
0x1329,732
0x132a,672
0x132b,671
0x132c,898
0x132d,519
0x132e,491
0x132f,449
0x1330,679
0x1331,888
0x1332,486
0x1333,248
0x1334,617
0x1335,904
0x1336,549
0x1337,708
0x1338,261
0x1339,934
0x133a,877
0x133b,328
0x133c,558
0x133d,608
0x133e,488
0x133f,753
0x1340,846
0x1341,874
0x1342,596
0x1343,171
0x1344,487
0x1345,190
0x1346,495
0x1347,663
0x1348,870
0x1349,445
0x134a,770
0x134b,282
0x134c,184
0x134d,169
0x134e,808
0x134f,477
0x1350,365
0x1351,211
0x1352,601
0x1353,802
0x1354,143
0x1355,45
0x1356,304
0x1357,871
0x1358,45
0x1359,322
0x135a,489
0x135b,369
0x135c,961
0x135d,791
0x135e,665
0x135f,339
0x1360,652
0x1361,302
0x1362,319
0x1363,131
0x1364,575
0x1365,200
0x1366,772
0x1367,36
0x1368,843
0x1369,461
0x136a,92
0x136b,514
0x136c,23
0x136d,387
0x136e,269
0x136f,789
0x1370,874
0x1371,966
0x1372,558
0x1373,863
0x1374,209
0x1375,135
0x1376,364
0x1377,314
0x1378,82
0x1379,609
0x137a,653
0x137b,200
0x137c,527
0x137d,630
0x137e,835
0x137f,402
0x1380,250
0x1381,309
0x1382,387
0x1383,724
0x1384,745
0x1385,757
0x1386,869
0x1387,532
0x1388,956
0x1389,199
0x138a,664
0x138b,302
0x138c,369
0x138d,121
0x138e,562
0x138f,151
0x1390,776
0x1391,200
0x1392,852
0x1393,643
0x1394,5
0x1395,361
0x1396,880
0x1397,288
0x1398,575
0x1399,660
0x139a,122
0x139b,277
0x139c,852
0x139d,156
0x139e,508
0x139f,792
0x13a0,273
0x13a1,137
0x13a2,89
0x13a3,813
0x13a4,475
0x13a5,696
0x13a6,816
0x13a7,913
0x13a8,399
0x13a9,587
0x13aa,45
0x13ab,651
0x13ac,442
0x13ad,45
0x13ae,283
0x13af,450
0x13b0,162
0x13b1,86
0x13b2,309
0x13b3,101
0x13b4,378
0x13b5,195
0x13b6,92
0x13b7,986
0x13b8,646
0x13b9,604
0x13ba,743
0x13bb,400
0x13bc,455
0x13bd,86
0x13be,4
0x13bf,322
0x13c0,538
0x13c1,692
0x13c2,748
0x13c3,311
0x13c4,18
0x13c5,678
0x13c6,743
0x13c7,405
0x13c8,947
0x13c9,22
0x13ca,253
0x13cb,139
0x13cc,910
0x13cd,29
0x13ce,516
0x13cf,304
0x13d0,763
0x13d1,13
0x13d2,140
0x13d3,548
0x13d4,996
0x13d5,433
0x13d6,493
0x13d7,315
0x13d8,395
0x13d9,378
0x13da,800
0x13db,185
0x13dc,962
0x13dd,433
0x13de,810
0x13df,215
0x13e0,69
0x13e1,306
0x13e2,235
0x13e3,859
0x13e4,977
0x13e5,537
0x13e6,398
0x13e7,379
0x13e8,140
0x13e9,505
0x13ea,700
0x13eb,853
0x13ec,926
0x13ed,524
0x13ee,911
0x13ef,272
0x13f0,438
0x13f1,213
0x13f2,620
0x13f3,762
0x13f4,143
0x13f5,667
0x13f6,875
0x13f7,987
0x13f8,798
0x13f9,243
0x13fa,41
0x13fb,296
0x13fc,745
0x13fd,300
0x13fe,966
0x13ff,336
0x1400,572
0x1401,967
0x1402,20
0x1403,967
0x1404,301
0x1405,418
0x1406,536
0x1407,552
0x1408,221
0x1409,908
0x140a,974
0x140b,553
0x140c,790
0x140d,803
0x140e,224
0x140f,389
0x1410,125
0x1411,323
0x1412,32
0x1413,282
0x1414,471
0x1415,993
0x1416,86
0x1417,262
0x1418,177
0x1419,769
0x141a,122
0x141b,842
0x141c,807
0x141d,370
0x141e,988
0x141f,790
0x1420,314
0x1421,802
0x1422,62
0x1423,125
0x1424,180
0x1425,856
0x1426,150
0x1427,141
0x1428,84
0x1429,380
0x142a,352
0x142b,978
0x142c,556
0x142d,619
0x142e,140
0x142f,196
0x1430,392
0x1431,996
0x1432,165
0x1433,857
0x1434,456
0x1435,379
0x1436,749
0x1437,300
0x1438,453
0x1439,194
0x143a,365
0x143b,329
0x143c,121
0x143d,864
0x143e,464
0x143f,938
0x1440,481
0x1441,602
0x1442,462
0x1443,36
0x1444,34
0x1445,585
0x1446,75
0x1447,360
0x1448,976
0x1449,176
0x144a,833
0x144b,254
0x144c,713
0x144d,205
0x144e,15
0x144f,421
0x1450,16
0x1451,984
0x1452,998
0x1453,666
0x1454,908
0x1455,374
0x1456,210
0x1457,210
0x1458,79
0x1459,580
0x145a,365
0x145b,247
0x145c,224
0x145d,187
0x145e,412
0x145f,166
0x1460,579
0x1461,62
0x1462,3
0x1463,725
0x1464,654
0x1465,365
0x1466,18
0x1467,184
0x1468,192
0x1469,535
0x146a,332
0x146b,139
0x146c,459
0x146d,544
0x146e,183
0x146f,317
0x1470,977
0x1471,673
0x1472,115
0x1473,182
0x1474,960
0x1475,539
0x1476,149
0x1477,343
0x1478,718
0x1479,50
0x147a,192
0x147b,835
0x147c,914
0x147d,652
0x147e,467
0x147f,797
0x1480,830
0x1481,167
0x1482,825
0x1483,883
0x1484,939
0x1485,138
0x1486,183
0x1487,239
0x1488,938
0x1489,738
0x148a,767
0x148b,286
0x148c,690
0x148d,486
0x148e,216
0x148f,205
0x1490,268
0x1491,716
0x1492,467
0x1493,356
0x1494,982
0x1495,534
0x1496,902
0x1497,255
0x1498,640
0x1499,335
0x149a,172
0x149b,192
0x149c,214
0x149d,217
0x149e,422
0x149f,773
0x14a0,462
0x14a1,193
0x14a2,512
0x14a3,289
0x14a4,423
0x14a5,48
0x14a6,188
0x14a7,377
0x14a8,354
0x14a9,902
0x14aa,583
0x14ab,592
0x14ac,568
0x14ad,769
0x14ae,606
0x14af,586
0x14b0,233
0x14b1,489
0x14b2,957
0x14b3,851
0x14b4,459
0x14b5,30
0x14b6,606
0x14b7,670
0x14b8,154
0x14b9,533
0x14ba,152
0x14bb,156
0x14bc,938
0x14bd,648
0x14be,341
0x14bf,236
0x14c0,643
0x14c1,586
0x14c2,808
0x14c3,776
0x14c4,380
0x14c5,320
0x14c6,114
0x14c7,372
0x14c8,195
0x14c9,233
0x14ca,100
0x14cb,794
0x14cc,448
0x14cd,136
0x14ce,465
0x14cf,109
0x14d0,825
0x14d1,888
0x14d2,394
0x14d3,993
0x14d4,807
0x14d5,370
0x14d6,48
0x14d7,167
0x14d8,329
0x14d9,326
0x14da,726
0x14db,973
0x14dc,407
0x14dd,269
0x14de,946
0x14df,490
0x14e0,481
0x14e1,616
0x14e2,894
0x14e3,190
0x14e4,159
0x14e5,232
0x14e6,35
0x14e7,100
0x14e8,373
0x14e9,912
0x14ea,785
0x14eb,479
0x14ec,778
0x14ed,424
0x14ee,985
0x14ef,522
0x14f0,723
0x14f1,600
0x14f2,175
0x14f3,169
0x14f4,25
0x14f5,267
0x14f6,656
0x14f7,524
0x14f8,16
0x14f9,765
0x14fa,549
0x14fb,17
0x14fc,845
0x14fd,73
0x14fe,476
0x14ff,51
0x1500,727
0x1501,179
0x1502,320
0x1503,329
0x1504,792
0x1505,535
0x1506,937
0x1507,853
0x1508,74
0x1509,721
0x150a,270
0x150b,342
0x150c,711
0x150d,765
0x150e,268
0x150f,922
0x1510,775
0x1511,537
0x1512,308
0x1513,196
0x1514,843
0x1515,48
0x1516,930
0x1517,14
0x1518,279
0x1519,840
0x151a,714
0x151b,764
0x151c,36
0x151d,853
0x151e,352
0x151f,528
0x1520,515
0x1521,249
0x1522,264
0x1523,623
0x1524,735
0x1525,635
0x1526,408
0x1527,864
0x1528,4
0x1529,356
0x152a,147
0x152b,164
0x152c,521
0x152d,163
0x152e,236
0x152f,817
0x1530,95
0x1531,172
0x1532,950
0x1533,278
0x1534,823
0x1535,316
0x1536,584
0x1537,594
0x1538,792
0x1539,668
0x153a,83
0x153b,671
0x153c,593
0x153d,310
0x153e,10
0x153f,460
0x1540,204
0x1541,441
0x1542,627
0x1543,442
0x1544,291
0x1545,775
0x1546,775
0x1547,155
0x1548,420
0x1549,71
0x154a,248
0x154b,231
0x154c,577
0x154d,579
0x154e,218
0x154f,482
0x1550,76
0x1551,33
0x1552,271
0x1553,452
0x1554,915
0x1555,980
0x1556,899
0x1557,378
0x1558,216
0x1559,777
0x155a,119
0x155b,722
0x155c,881
0x155d,481
0x155e,670
0x155f,608
0x1560,772
0x1561,233
0x1562,893
0x1563,909
0x1564,170
0x1565,997
0x1566,956
0x1567,238
0x1568,823
0x1569,138
0x156a,989
0x156b,673
0x156c,717
0x156d,249
0x156e,660
0x156f,713
0x1570,581
0x1571,867
0x1572,585
0x1573,318
0x1574,493
0x1575,566
0x1576,835
0x1577,285
0x1578,865
0x1579,367
0x157a,172
0x157b,727
0x157c,187
0x157d,721
0x157e,276
0x157f,823
0x1580,772
0x1581,145
0x1582,42
0x1583,773
0x1584,584
0x1585,39
0x1586,697
0x1587,214
0x1588,328
0x1589,150
0x158a,969
0x158b,78
0x158c,1000
0x158d,971
0x158e,500
0x158f,813
0x1590,511
0x1591,355
0x1592,971
0x1593,180
0x1594,33
0x1595,821
0x1596,902
0x1597,870
0x1598,747
0x1599,819
0x159a,501
0x159b,25
0x159c,594
0x159d,956
0x159e,328
0x159f,412
0x15a0,613
0x15a1,458
0x15a2,436
0x15a3,324
0x15a4,978
0x15a5,513
0x15a6,775
0x15a7,243
0x15a8,614
0x15a9,659
0x15aa,752
0x15ab,15
0x15ac,25
0x15ad,653
0x15ae,123
0x15af,636
0x15b0,628
0x15b1,882
0x15b2,921
0x15b3,445
0x15b4,471
0x15b5,212
0x15b6,889
0x15b7,24
0x15b8,762
0x15b9,526
0x15ba,502
0x15bb,281
0x15bc,422
0x15bd,30
0x15be,736
0x15bf,358
0x15c0,470
0x15c1,1
0x15c2,100
0x15c3,431
0x15c4,401
0x15c5,749
0x15c6,959
0x15c7,565
0x15c8,581
0x15c9,686
0x15ca,634
0x15cb,437
0x15cc,942
0x15cd,827
0x15ce,467
0x15cf,591
0x15d0,769
0x15d1,872
0x15d2,680
0x15d3,492
0x15d4,670
0x15d5,487
0x15d6,245
0x15d7,781
0x15d8,665
0x15d9,469
0x15da,764
0x15db,831
0x15dc,712
0x15dd,763
0x15de,912
0x15df,622
0x15e0,377
0x15e1,352
0x15e2,748
0x15e3,728
0x15e4,420
0x15e5,370
0x15e6,341
0x15e7,329
0x15e8,286
0x15e9,275
0x15ea,662
0x15eb,30
0x15ec,411
0x15ed,719
0x15ee,400
0x15ef,170
0x15f0,874
0x15f1,178
0x15f2,68
0x15f3,71
0x15f4,717
0x15f5,834
0x15f6,525
0x15f7,979
0x15f8,396
0x15f9,289
0x15fa,30
0x15fb,201
0x15fc,613
0x15fd,55
0x15fe,328
0x15ff,18
0x1600,553
0x1601,846
0x1602,191
0x1603,331
0x1604,501
0x1605,534
0x1606,143
0x1607,981
0x1608,854
0x1609,50
0x160a,202
0x160b,151
0x160c,80
0x160d,865
0x160e,660
0x160f,190
0x1610,136
0x1611,752
0x1612,152
0x1613,943
0x1614,408
0x1615,632
0x1616,234
0x1617,704
0x1618,885
0x1619,742
0x161a,474
0x161b,739
0x161c,588
0x161d,643
0x161e,682
0x161f,218
0x1620,716
0x1621,73
0x1622,835
0x1623,47
0x1624,494
0x1625,258
0x1626,210
0x1627,330
0x1628,646
0x1629,512
0x162a,377
0x162b,711
0x162c,536
0x162d,111
0x162e,472
0x162f,453
0x1630,538
0x1631,265
0x1632,226
0x1633,848
0x1634,523
0x1635,874
0x1636,3
0x1637,978
0x1638,363
0x1639,146
0x163a,498
0x163b,24
0x163c,172
0x163d,451
0x163e,446
0x163f,365
0x1640,72
0x1641,682
0x1642,125
0x1643,687
0x1644,860
0x1645,968
0x1646,477
0x1647,701
0x1648,810
0x1649,953
0x164a,771
0x164b,339
0x164c,489
0x164d,34
0x164e,222
0x164f,306
0x1650,482
0x1651,335
0x1652,750
0x1653,557
0x1654,421
0x1655,334
0x1656,214
0x1657,403
0x1658,898
0x1659,870
0x165a,513
0x165b,408
0x165c,953
0x165d,864
0x165e,47
0x165f,793
0x1660,508
0x1661,518
0x1662,106
0x1663,206
0x1664,408
0x1665,888
0x1666,420
0x1667,643
0x1668,438
0x1669,738
0x166a,409
0x166b,450
0x166c,129
0x166d,638
0x166e,409
0x166f,553
0x1670,451
0x1671,871
0x1672,993
0x1673,722
0x1674,504
0x1675,252
0x1676,402
0x1677,629
0x1678,163
0x1679,324
0x167a,994
0x167b,780
0x167c,352
0x167d,162
0x167e,975
0x167f,251
0x1680,722
0x1681,369
0x1682,969
0x1683,926
0x1684,667
0x1685,757
0x1686,396
0x1687,573
0x1688,173
0x1689,889
0x168a,459
0x168b,814
0x168c,773
0x168d,157
0x168e,974
0x168f,406
0x1690,643
0x1691,653
0x1692,856
0x1693,418
0x1694,723
0x1695,487
0x1696,746
0x1697,734
0x1698,1000
0x1699,653
0x169a,323
0x169b,591
0x169c,609
0x169d,190
0x169e,759
0x169f,437
0x16a0,570
0x16a1,794
0x16a2,830
0x16a3,179
0x16a4,252
0x16a5,561
0x16a6,106
0x16a7,697
0x16a8,363
0x16a9,876
0x16aa,471
0x16ab,325
0x16ac,393
0x16ad,521
0x16ae,916
0x16af,597
0x16b0,229
0x16b1,447
0x16b2,938
0x16b3,801
0x16b4,507
0x16b5,459
0x16b6,735
0x16b7,868
0x16b8,886
0x16b9,159
0x16ba,947
0x16bb,492
0x16bc,481
0x16bd,944
0x16be,823
0x16bf,361
0x16c0,403
0x16c1,829
0x16c2,601
0x16c3,174
0x16c4,372
0x16c5,674
0x16c6,66
0x16c7,478
0x16c8,475
0x16c9,189
0x16ca,368
0x16cb,209
0x16cc,774
0x16cd,848
0x16ce,141
0x16cf,558
0x16d0,836
0x16d1,307
0x16d2,582
0x16d3,491
0x16d4,974
0x16d5,574
0x16d6,59
0x16d7,51
